_r _x _y _p DR2Name RA_ICRS e_RA_ICRS DE_ICRS e_DE_ICRS SolID Source RandomI Epoch Plx e_Plx RPlx pmRA e_pmRA pmDE e_pmDE RADEcor RAPlxcor RApmRAcor RApmDEcor DEPlxcor DEpmRAcor DEpmDEcor PlxpmRAcor PlxpmDEcor pmRApmDEcor NAL NAC NgAL NbAL gofAL chi2AL epsi sepsi Solved APF WAL pscol e_pscol fvarpi MatchObsA Nper amax type MatchObs Dup o_Gmag FG e_FG RFG Gmag e_Gmag o_BPmag FBP e_FBP RFBP BPmag e_BPmag o_RPmag FRP e_FRP RFRP RPmag e_RPmag E_BR_RP_ Mode BP-RP BP-G G-RP RV e_RV o_RV Tefftemp loggtemp __Fe_H_temp Var GLON GLAT ELON ELAT fPriam Teff b_Teff B_Teff AG b_AG B_AG E_BP-RP_ b_E_BP-RP_ B_E_BP-RP_ fFLAME Rad b_Rad B_Rad Lum b_Lum B_Lum RAJ2000 e_RAJ2000 DEJ2000 e_DEJ2000 e_BP-RP e_BP-G d_arcsec
0.661518 -0.441672 -0.492476 221.9 "Gaia DR2 407697782004843648" 27.39373778022 0.5975 52.54529193345 0.8966 1635721458409799680 407697782004843648 836320831 2015.5 0.2633 1.0142 0.2596 -3.126 1.592 6.413 2.323 0.0134 0.2446 -0.4997 -0.2497 -0.6025 -0.0051 -0.0117 -0.1114 -0.0713 0.5298 139 0 138 1 1.9264 166.18 1.902 1.8 31 0 0.0442 1.7757 0.1921 0.064 17 10 2.226 0 19 0 155 156.2 1.273 122.754 20.20398894778094 0.009026058610013073 7 150.1 25.67 5.844 19.9108 0.1858 7 305.9 62.74 4.876 18.5481 0.2227 2.918 0 1.3627521689003537 -0.29317896926511366 1.6559 "" "" 0 "" "" "" NOT_AVAILABLE 131.82887643811 -9.3192804687 46.6756662988 38.09950539441 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 27.3937599137 24.6831 52.5452643222 36.0203 0.2900103777094418 0.1859898684918795 2.5270
0.660052 -0.433859 -0.497429 221.1 "Gaia DR2 407697713286981504" 27.40666426527 0.6848 52.54041733321 0.8591 1635721458409799680 407697713286981504 1376230165 2015.5 2.8963 1.1327 2.5569 -2.793 1.715 -6.195 1.736 0.2055 0.0139 -0.5837 -0.2060 -0.6582 -0.2888 -0.1849 0.3221 0.3132 0.5047 140 0 135 5 4.4414 214.64 2.36 3.2 31 0 0.0476 1.3927 0.1971 -0.025 16 10 1.9321 0 19 0 157 187.2 1.556 120.281 20.00769337511224 0.009204540230433506 14 192 19.11 10.046 19.6434 0.1081 14 392.7 23.72 16.553 18.2768 0.0656 3.123 0 1.366570044430393 -0.36432026623719693 1.7308 "" "" 0 "" "" "" NOT_AVAILABLE 131.83775472523 -9.32224832523 46.68181390585 38.09162138222 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 27.4066840384 26.5968 52.5404440076 26.9235 0.1264499248678261 0.10848180459064645 3.8716
0.656489 -0.427169 -0.498502 220.6 "Gaia DR2 407697713285846784" 27.41768072352 0.7518 52.53940989597 2.9955 1635721458409799680 407697713285846784 1587554568 2015.5 "" "" "" "" "" "" "" 0.606 "" "" "" "" "" "" "" "" "" 53 0 53 0 0.5154 52.52 0.559 0.36 3 0 0.2288 "" "" -0.118 6 4 224.91 0 7 0 61 464.6 2.51 185.099 19.020585160546965 0.006135722772678023 0 "" "" "" "" "" 0 "" "" "" "" "" "" 0 "" "" "" "" "" 0 "" "" "" NOT_AVAILABLE 131.84459940837 -9.3217111266 46.68884792292 38.08771489472 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 27.4176807235 0.7518 52.539409896 2.9955 "" "" 2.6935
0.656178 -0.426237 -0.49889 220.5 "Gaia DR2 407697713286116096" 27.41921871535 1.171 52.53903149264 1.6224 1635721458409799680 407697713286116096 1324267440 2015.5 "" "" "" "" "" "" "" 0.1705 "" "" "" "" "" "" "" "" "" 91 0 90 1 3.4044 136.65 3.147 1.8 3 0 0.0204 "" "" 0.027 11 8 4.4092 0 11 0 89 95.45 1.215 78.54 20.738914642369934 0.013940061691653897 0 "" "" "" "" "" 0 "" "" "" "" "" "" 1 "" "" "" "" "" 0 "" "" "" NOT_AVAILABLE 131.84560961583 -9.32186759877 46.68969443117 38.08695705474 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 27.4192187153 1.171 52.5390314926 1.6224 "" "" 3.1566
0.488693 0.082682 -0.481648 170.3 "Gaia DR2 407733687931754880" 28.25601281024 0.8796 52.55827363274 0.7283 1635721458409799680 407733687931754880 110182117 2015.5 1.8463 0.9262 1.9935 -3.040 2.982 1.704 1.304 -0.2587 -0.0475 -0.7777 0.1728 -0.2139 0.4033 0.0429 0.0661 0.2134 -0.0517 121 0 119 2 0.4751 120.63 0.0 0.0 31 0 0.0499 1.1029 0.1831 -0.131 14 8 2.7221 0 15 0 127 137.1 1.35 101.538 20.34580631469064 0.010843088216664992 10 206.9 32.53 6.360 19.5620 0.1707 10 226.9 28.58 7.941 18.8722 0.1367 3.164 0 0.6898810019682671 -0.783755060508426 1.4736 "" "" 0 "" "" "" NOT_AVAILABLE 132.34242051614 -9.18457040433 47.27831428832 37.87710192816 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 28.2560343405 46.2364 52.5582662958 20.2228 0.2187202802535812 0.17104792902239363 5.2092
0.436807 0.019474 -0.436373 177.4 "Gaia DR2 407745748200377728" 28.15207889899 13.1724 52.60362217868 7.1885 1635721458409799680 407745748200377728 141694514 2015.5 "" "" "" "" "" "" "" -0.8125 "" "" "" "" "" "" "" "" "" 41 0 41 0 -0.6326 30.3 0.0 0.0 3 0 0.0187 "" "" -0.101 5 4 1926.5 0 5 0 42 73.5 1.439 51.066 21.022637361772816 0.021337892153658545 0 "" "" "" "" "" 0 "" "" "" "" "" "" 0 "" "" "" "" "" 0 "" "" "" NOT_AVAILABLE 132.26933713888 -9.15559732899 47.2321409597 37.9457888785 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 28.152078899 13.1724 52.6036221787 7.1885 "" "" 3.1537
0.433342 0.036374 -0.431813 175.2 "Gaia DR2 407745851279302784" 28.17991150665 3.2186 52.60817151499 8.676 1635721458409799680 407745851279302784 801724012 2015.5 "" "" "" "" "" "" "" -0.0266 "" "" "" "" "" "" "" "" "" 51 0 51 0 27.186 1104.26 12.847 110.0 3 0 0.0048 "" "" 0.16 6 6 21.3 0 7 0 53 121.1 2.891 41.895 20.480181082152168 0.02597706367641259 0 "" "" "" "" "" 0 "" "" "" "" "" "" 1 "" "" "" "" "" 0 "" "" "" NOT_AVAILABLE 132.28486923712 -9.14715637 47.25390388389 37.94234757956 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 28.1799115066 3.2186 52.608171515 8.676 "" "" 2.0982
0.426803 -0.072053 -0.420677 189.7 "Gaia DR2 407746572833294848" 28.00133337017 0.9531 52.61926283528 0.7219 1635721458409799680 407746572833294848 1248910323 2015.5 -1.1079 0.8915 -1.2428 -2.995 2.315 2.219 1.578 -0.3002 0.1731 -0.6756 0.3461 0.1021 0.4532 -0.3719 0.2046 -0.0815 -0.2130 124 0 123 1 -0.1432 115.16 0.0 0.0 31 0 0.0452 1.4801 0.2178 -0.017 15 9 2.2139 0 17 0 143 141.0 1.094 128.884 20.31512124462794 0.008614746978875643 0 "" "" "" "" "" 0 "" "" "" "" "" "" 2 "" "" "" "" "" 0 "" "" "" NOT_AVAILABLE 132.17550409832 -9.16205992627 47.13700048787 38.00054711332 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 28.0013546128 35.8893 52.6192532802 24.467 "" "" 2.0789
0.37026 -0.008842 -0.370154 181.4 "Gaia DR2 407746985152771200" 28.10543355608 1.4312 52.6698446302 2.1322 1635721458409799680 407746985152771200 1109024310 2015.5 "" "" "" "" "" "" "" -0.4499 "" "" "" "" "" "" "" "" "" 78 0 78 0 3.7225 126.88 2.418 1.1 3 0 0.0224 "" "" 0.01 9 7 7.2229 0 9 0 80 107.7 1.38 78.019 20.60796153298221 0.01403218458532675 4 244.8 112.5 2.176 19.3796 0.4991 3 258.1 7.755 33.280 18.7324 0.0326 4.669 0 0.647163285847089 -1.2283682841701449 1.8755 "" "" 0 "" "" "" NOT_AVAILABLE 132.22556417116 -9.09798775613 47.23737209798 38.01768968269 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 28.1054335561 1.4312 52.6698446302 2.1322 0.5001323874807564 0.49926078181791084 5.2775
0.413891 -0.123168 -0.39514 197.3 "Gaia DR2 407748359539681152" 27.91702094372 0.6764 52.64468587932 0.6138 1635721458409799680 407748359539681152 849399510 2015.5 0.2484 0.7490 0.3316 0.855 1.577 -1.576 1.509 -0.1837 0.3669 -0.4914 0.2106 -0.1717 0.2300 -0.3728 -0.0465 0.0320 -0.0652 145 0 145 0 -0.6194 129.26 0.0 0.0 31 0 0.0479 1.8271 0.1669 -0.018 17 10 1.4773 0 19 0 163 136.2 0.9783 139.18 20.35327611394716 0.008005989907250717 3 116.9 20.97 5.574 20.1818 0.1948 4 153.4 12.85 11.936 19.2977 0.0910 1.985 0 0.8840803087192022 -0.17150529923783253 1.0555 "" "" 0 "" "" "" NOT_AVAILABLE 132.11907402627 -9.14936469888 47.09325446277 38.04612466243 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 27.9170148794 24.4594 52.6446926633 23.4038 0.214974296338808 0.19493521359032726 2.3486
0.489798 -0.187555 -0.452465 202.5 "Gaia DR2 407748462618075392" 27.81131096136 1.1251 52.58713131946 2.1071 1635721458409799680 407748462618075392 1510451289 2015.5 "" "" "" "" "" "" "" -0.4687 "" "" "" "" "" "" "" "" "" 66 0 66 0 7.9028 195.09 3.753 12.0 3 0 0.0448 "" "" -0.081 8 7 10.047 0 10 0 76 247.2 5.751 42.987 19.70564709661324 0.025321488992747315 0 "" "" "" "" "" 0 "" "" "" "" "" "" 2 "" "" "" "" "" 0 "" "" "" NOT_AVAILABLE 132.06946209848 -9.22031023756 46.98771519471 38.02328057205 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 27.8113109614 1.1251 52.5871313195 2.1071 "" "" 2.5121
0.432976 -0.192418 -0.387871 206.4 "Gaia DR2 407748909294590080" 27.80283989951 0.3989 52.65170419602 0.2818 1635721458409799680 407748909294590080 621231761 2015.5 -0.3359 0.4224 -0.7952 -0.906 0.746 -2.173 0.610 -0.1858 0.5706 -0.2583 0.1888 -0.3266 0.1693 -0.1001 -0.0102 0.1307 0.1399 142 0 141 1 1.0811 153.89 0.595 0.56 31 0 0.1816 1.6367 0.0907 -0.112 16 10 0.67549 0 18 0 157 382.6 1.717 222.843 19.23145244173042 0.0051939669652150845 13 242.9 18.2 13.345 19.3878 0.0814 13 553 23.39 23.642 17.9052 0.0459 2.080 0 1.4826459202312066 0.15637879853879966 1.3262 "" "" 0 "" "" "" NOT_AVAILABLE 132.04918394648 -9.15870350772 47.01851328177 38.08334692421 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 27.8028463277 11.5694 52.6517135503 9.4563 0.09345643809317555 0.0815385715358466 4.7362
0.41018 -0.168845 -0.373817 204.3 "Gaia DR2 407749355972084096" 27.84160537041 7.8745 52.66585572967 8.1374 1635721458409799680 407749355972084096 455523128 2015.5 "" "" "" "" "" "" "" 0.8096 "" "" "" "" "" "" "" "" "" 43 0 43 0 -0.6352 32.13 0.0 0.0 3 0 0.0293 "" "" 0.135 5 4 1331.2 0 6 0 52 88.66 1.373 64.59 20.819031681495215 0.01690551559893172 4 83.15 19.45 4.275 20.5517 0.2540 4 104.6 11.89 8.802 19.7128 0.1234 2.118 0 0.8389587805217182 -0.26731343577083067 1.1062 "" "" 0 "" "" "" NOT_AVAILABLE 132.06901029245 -9.13946787603 47.05327281898 38.08549696405 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 27.8416053704 7.8745 52.6658557297 8.1374 0.2823795416335549 0.2545684272389806 5.6280
0.311192 -0.130705 -0.282413 204.8 "Gaia DR2 407751451916408320" 27.90404253316 3.4203 52.75739029459 2.2596 1635721458409799680 407751451916408320 1214332703 2015.5 "" "" "" "" "" "" "" -0.4948 "" "" "" "" "" "" "" "" "" 74 0 72 2 4.8404 139.01 4.955 5.2 3 0 0.0165 "" "" -0.094 9 7 8.2916 0 10 0 81 108.4 1.401 77.413 20.600726602270875 0.01414116450242974 0 "" "" "" "" "" 0 "" "" "" "" "" "" 1 "" "" "" "" "" 0 "" "" "" NOT_AVAILABLE 132.08461561779 -9.04163156951 47.14828331448 38.15047409088 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 27.9040425332 3.4203 52.7573902946 2.2596 "" "" 2.2418
0.504136 0.26664 -0.427851 148.1 "Gaia DR2 407754784810444544" 28.55913076177 0.8355 52.61133399476 0.7892 1635721458409799680 407754784810444544 555039322 2015.5 -0.1013 0.9416 -0.1076 -3.567 1.795 -3.685 2.035 -0.2891 0.3955 -0.5064 0.3217 -0.2218 0.3063 -0.4455 0.0136 0.0372 -0.1243 131 0 131 0 2.2728 164.83 2.222 1.9 31 0 0.039 1.4895 0.1893 -0.069 15 9 1.9219 0 18 0 149 178.4 2.026 88.06 20.05979117355908 0.012460092245817345 6 166.5 23.56 7.066 19.7979 0.1537 6 185.1 16.52 11.205 19.0932 0.0969 1.971 0 0.7047802258152238 -0.26186159264767284 0.9666 "" "" 0 "" "" "" NOT_AVAILABLE 132.51044495402 -9.08858237507 47.5172117014 37.84305097462 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 28.5591560561 27.8283 52.6113498617 31.553 0.18167208812922733 0.1541663004812104 2.8109
0.502201 0.127599 -0.485721 165.3 "Gaia DR2 407756399719271936" 28.32987454276 12.928 52.55409243882 10.456 1635721458409799680 407756399719271936 485835538 2015.5 "" "" "" "" "" "" "" -0.8993 "" "" "" "" "" "" "" "" "" 44 0 43 1 1.3114 49.82 1.972 0.29 3 0 0.0193 "" "" -0.157 5 4 135420.0 0 5 0 43 79.22 1.676 47.254 20.941353982279107 0.02304688196826913 2 122.5 20.76 5.904 20.1307 0.1839 2 235.5 79.98 2.945 18.8318 0.3687 4.520 0 1.298920876469225 -0.8106486803807513 2.1095 "" "" 0 "" "" "" NOT_AVAILABLE 132.38759755661 -9.17785562249 47.32694257778 37.85343110201 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 28.3298745428 12.928 52.5540924388 10.456 0.4120201949071994 0.1853473350300399 3.0089
0.483008 0.108247 -0.470722 167.0 "Gaia DR2 407756434080626176" 28.29810823052 0.2264 52.56914314493 0.2395 1635721458409799680 407756434080626176 77885320 2015.5 0.3060 0.2771 1.1042 0.027 0.641 -3.603 0.521 -0.1099 0.0692 -0.4267 0.1213 -0.2835 0.1615 -0.1136 -0.0793 0.0679 -0.0779 157 157 143 14 87.8439 12772.81 1.083 360.0 31 1 0.7684 1.5048 0.0721 0.024 18 11 0.32451 0 20 0 160 1731000.0 771.5 2243.757 10.092657330311518 0.0018639085841980802 18 1.165e+06 1222 953.337 10.1854 0.0011 18 8.537e+05 617.1 1383.399 9.9336 0.0008 1.166 0 0.25190606874171095 0.0928346640422486 0.1590 "" "" 0 "" "" "" NOT_AVAILABLE 132.36494677486 -9.16788474364 47.31347637655 37.87548598729 100001 8339.00 8159.50 8567.50 0.7715 0.4252 1.0610 0.4013 0.2370 0.5330 "" "" "" "" "" "" "" 28.2981080371 9.9437 52.5691586596 8.0843 0.002735535943932202 0.0025944854347425264 3.7031
0.486384 0.104349 -0.475059 167.6 "Gaia DR2 407756434078557056" 28.29167846415 1.0202 52.56481601179 2.9199 1635721458409799680 407756434078557056 1440877781 2015.5 "" "" "" "" "" "" "" -0.3241 "" "" "" "" "" "" "" "" "" 70 0 70 0 3.9554 120.33 3.251 4.8 3 0 0.0394 "" "" -0.059 8 5 339.2 0 8 0 70 191.3 3.323 57.571 19.9841125576113 0.018945050053282054 0 "" "" "" "" "" 0 "" "" "" "" "" "" 0 "" "" "" "" "" 0 "" "" "" NOT_AVAILABLE 132.36215528213 -9.1730232082 47.30660694464 37.87334229058 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 28.2916784641 1.0202 52.5648160118 2.9199 "" "" 3.9022
0.417721 0.143294 -0.392374 159.9 "Gaia DR2 407757155632377600" 28.35619247201 0.1954 52.64738980598 0.2662 1635721458409799680 407757155632377600 876092648 2015.5 0.6374 0.3037 2.0985 0.039 0.445 -2.738 0.447 0.0588 0.4326 -0.3647 0.2380 -0.4459 0.1728 -0.2917 -0.0367 0.3626 0.1493 113 0 113 0 3.5299 167.73 0.418 0.99 31 0 0.6718 1.5716 0.0551 0.096 13 8 0.42786 0 14 0 118 1002.0 11.94 83.964 18.185689046769454 0.013056037236501556 9 1668 333.5 5.002 17.2958 0.2171 9 1537 207.2 7.420 16.7950 0.1463 3.198 0 0.5008469487068332 -0.8899093071373407 1.3907 "" "" 0 "" "" "" NOT_AVAILABLE 132.38057215496 -9.08345333156 47.39754065904 37.92995459767 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 28.3561921929 6.9054 52.6474015965 6.9307 0.2617867552590072 0.2174659311594148 5.8294
