_r _x _y _p DR2Name RA_ICRS e_RA_ICRS DE_ICRS e_DE_ICRS SolID Source RandomI Epoch Plx e_Plx RPlx pmRA e_pmRA pmDE e_pmDE RADEcor RAPlxcor RApmRAcor RApmDEcor DEPlxcor DEpmRAcor DEpmDEcor PlxpmRAcor PlxpmDEcor pmRApmDEcor NAL NAC NgAL NbAL gofAL chi2AL epsi sepsi Solved APF WAL pscol e_pscol fvarpi MatchObsA Nper amax type MatchObs Dup o_Gmag FG e_FG RFG Gmag e_Gmag o_BPmag FBP e_FBP RFBP BPmag e_BPmag o_RPmag FRP e_FRP RFRP RPmag e_RPmag E_BR_RP_ Mode BP-RP BP-G G-RP RV e_RV o_RV Tefftemp loggtemp __Fe_H_temp Var GLON GLAT ELON ELAT fPriam Teff b_Teff B_Teff AG b_AG B_AG E_BP-RP_ b_E_BP-RP_ B_E_BP-RP_ fFLAME Rad b_Rad B_Rad Lum b_Lum B_Lum RAJ2000 e_RAJ2000 DEJ2000 e_DEJ2000 e_BP-RP e_BP-G d_arcsec
0.562971 0.441328 -0.349522 128.4 "Gaia DR2 3444517660630541184" 85.20111965556 0.6584 30.14769871139 0.4906 1635721458409799680 3444517660630541184 70880297 2015.5 "" "" "" "" "" "" "" -0.4265 "" "" "" "" "" "" "" "" "" 131 0 130 1 2.2366 163.01 1.627 2.2 3 0 0.0798 "" "" -0.214 15 9 2.7384 0 15 0 130 266.0 1.806 147.261 19.626073468857307 0.007589333445431523 0 "" "" "" "" "" 0 "" "" "" "" "" "" 0 "" "" "" "" "" 0 "" "" "" NOT_AVAILABLE 178.41889300802 -0.25454583801 85.82223642799 6.77798551834 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 85.2011196556 0.6584 30.1476987114 0.4906 "" "" 2.1434
0.56968 0.462834 -0.332146 125.7 "Gaia DR2 3444517733637723264" 85.22608346829 0.6378 30.16497545472 0.4671 1635721458409799680 3444517733637723264 1144518479 2015.5 "" "" "" "" "" "" "" -0.1649 "" "" "" "" "" "" "" "" "" 122 0 122 0 2.3895 156.68 1.037 1.2 3 0 0.1105 "" "" -0.2 14 8 2.7466 0 14 0 122 306.2 1.652 185.361 19.47320975656853 0.00612781163070273 11 164 24.27 6.759 19.8140 0.1606 11 678.8 87.17 7.787 17.6826 0.1394 2.752 0 2.1314482835325066 0.3408158863301196 1.7906 "" "" 0 "" "" "" NOT_AVAILABLE 178.41567613044 -0.22708574414 85.84454328553 6.79453112185 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 85.2260834683 0.6378 30.1649754547 0.4671 0.21273082003587757 0.1607660902953373 4.3508
0.527797 0.428264 -0.30848 125.8 "Gaia DR2 3444517969866114432" 85.18621914743 1.1522 30.18879797025 0.9519 1635721458409799680 3444517969866114432 798157156 2015.5 1.5363 1.3970 1.0997 1.287 3.787 -3.723 2.685 -0.3155 -0.0595 0.1550 -0.1240 -0.4782 0.0649 -0.1590 -0.2440 0.4057 -0.7513 108 0 108 0 1.1008 118.89 1.704 0.52 31 0 0.0241 1.0157 0.2770 -0.146 13 8 3.857 0 13 0 107 105.7 1.35 78.271 20.628315230167573 0.013987711232748477 6 210.3 58.7 3.582 19.5445 0.3031 6 230.5 16.05 14.359 18.8554 0.0756 4.170 0 0.6891443884702859 -1.0838068519964814 1.7730 "" "" 0 "" "" "" NOT_AVAILABLE 178.37721233312 -0.24368966334 85.81065948342 6.81949401122 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 85.1862127391 58.7153 30.1888140006 41.6299 0.3124271062158867 0.30345511590154084 2.2973
0.516869 0.438808 -0.273133 121.9 "Gaia DR2 3444518867509497472" 85.19860011652 0.3163 30.22409751994 0.345 1635721458409799680 3444518867509497472 139284169 2015.5 0.0432 0.5368 0.0804 0.788 0.670 -3.869 0.557 0.1931 -0.1612 0.2375 0.0879 -0.6836 0.2516 -0.2943 -0.0560 0.5273 -0.3236 106 0 106 0 -0.5236 93.11 0.0 0.0 31 0 0.2895 1.4715 0.0611 -0.071 12 8 0.66647 0 12 0 105 539.8 3.394 159.052 18.857817824001582 0.007059707383136788 6 1143 90.18 12.675 17.7062 0.0857 4 750.8 44.32 16.941 17.5731 0.0641 3.509 0 0.1331580027082353 -1.1516283626899941 1.2847 "" "" 0 "" "" "" NOT_AVAILABLE 178.35294797834 -0.21590845124 85.82262361464 6.85441439594 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 85.1985961923 10.3907 30.2241141799 8.6454 0.10700631827136996 0.08596110244613936 2.8888
0.369141 0.28655 -0.23271 129.1 "Gaia DR2 3444522848947916672" 85.02252726422 0.5734 30.26508458821 0.4323 1635721458409799680 3444522848947916672 293246942 2015.5 0.7770 0.6810 1.1409 11.199 2.179 -2.480 1.780 -0.3765 -0.1528 0.3790 -0.3457 -0.1772 -0.1325 0.0655 -0.4431 0.6081 -0.8656 116 0 114 2 2.1119 142.45 0.0 0.0 31 0 0.0956 1.2216 0.1342 -0.217 13 9 2.4089 0 13 0 114 238.3 2.125 112.15 19.745544344475306 0.009846924102272569 8 416.4 72.89 5.712 18.8027 0.1901 5 659 115.1 5.726 17.7147 0.1896 4.513 0 1.0881000807834589 -0.9427907828775304 2.0309 "" "" 0 "" "" "" NOT_AVAILABLE 178.23750013513 -0.32309226742 85.67091404466 6.90057189398 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 85.0224714358 33.7736 30.265095265 27.5954 0.2685052205963545 0.1903414420200988 5.5898
0.545352 0.488128 -0.243187 116.5 "Gaia DR2 3444524158909984256" 85.25585170395 12.1418 30.25380948147 8.2383 1635721458409799680 3444524158909984256 23028066 2015.5 "" "" "" "" "" "" "" -0.9442 "" "" "" "" "" "" "" "" "" 50 0 50 0 -0.0105 44.24 0.0 0.0 3 0 0.0156 "" "" -0.399 6 5 529.97 0 6 0 49 73.68 1.56 47.245 21.019996497453146 0.023051766196939473 0 "" "" "" "" "" 0 "" "" "" "" "" "" 2 "" "" "" "" "" 0 "" "" "" NOT_AVAILABLE 178.35394692206 -0.15821751648 85.8734126057 6.88246099929 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 85.255851704 12.1418 30.2538094815 8.2383 "" "" 2.0683
0.52799 0.47942 -0.2212 114.8 "Gaia DR2 3444525361500526592" 85.24589487026 2.149 30.27583854862 1.5026 1635721458409799680 3444525361500526592 1205895711 2015.5 "" "" "" "" "" "" "" -0.8321 "" "" "" "" "" "" "" "" "" 99 0 99 0 1.1287 109.6 1.446 0.46 3 0 0.0296 "" "" -0.285 12 7 5.0849 0 12 0 98 118.1 1.378 85.707 20.50740758930488 0.01279508500672501 0 "" "" "" "" "" 0 "" "" "" "" "" "" 2 "" "" "" "" "" 0 "" "" "" NOT_AVAILABLE 178.33070593783 -0.15384756543 85.86549107078 6.90476322124 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 85.2458948703 2.149 30.2758385486 1.5026 "" "" 2.6266
0.517532 0.497676 -0.141979 105.9 "Gaia DR2 3444527320007166976" 85.26750041304 0.4223 30.35496621452 0.3098 1635721458409799680 3444527320007166976 1326134049 2015.5 0.6596 0.3532 1.8677 1.466 0.722 -2.140 0.504 -0.6169 0.1459 -0.5689 0.6140 -0.2079 0.5170 -0.6597 0.2643 0.1815 -0.5091 106 0 106 0 2.936 147.88 0.932 3.0 31 0 0.3287 1.3544 0.0889 -0.115 12 8 0.78348 0 12 0 106 691.7 5.716 121.01 18.588574213973157 0.009151026551240636 0 "" "" "" "" "" 0 "" "" "" "" "" "" 0 "" "" "" "" "" 0 "" "" "" NOT_AVAILABLE 178.27345601815 -0.09612826906 85.88691110673 6.98322941201 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 85.2674930979 11.2027 30.3549754283 7.8157 "" "" 2.6896
0.444381 0.412741 -0.16468 111.8 "Gaia DR2 3444528556957750144" 85.1689621122 1.5061 30.33266162928 1.4239 1635721458409799680 3444528556957750144 528159409 2015.5 "" "" "" "" "" "" "" -0.5898 "" "" "" "" "" "" "" "" "" 79 0 79 0 1.0648 86.98 1.901 0.89 3 0 0.0309 "" "" -0.222 9 5 4.0294 0 9 0 79 130.8 1.878 69.624 20.397046677567424 0.015698025092010508 5 180.1 16.84 10.697 19.7125 0.1015 3 362.1 3.225 112.290 18.3648 0.0097 4.146 0 1.3476964358426784 -0.6845514938618038 2.0322 "" "" 0 "" "" "" NOT_AVAILABLE 178.24732129739 -0.18006984961 85.8005350021 6.96377810671 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 85.1689621122 1.5061 30.3326616293 1.4239 0.10198376034760702 0.10271325925798783 2.9666
0.443695 0.411864 -0.165025 111.8 "Gaia DR2 3444528556956190080" 85.16794439466 1.6368 30.33232105044 1.2852 1635721458409799680 3444528556956190080 477272616 2015.5 "" "" "" "" "" "" "" -0.4771 "" "" "" "" "" "" "" "" "" 61 0 59 2 0.5928 59.68 2.787 1.0 3 0 0.0236 "" "" -0.277 7 7 8.2122 0 7 0 60 97.81 1.386 70.551 20.712397418596595 0.015493962803847182 0 "" "" "" "" "" 0 "" "" "" "" "" "" 2 "" "" "" "" "" 0 "" "" "" NOT_AVAILABLE 178.24714439022 -0.18099520753 85.79963899626 6.96346736993 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 85.1679443947 1.6368 30.3323210504 1.2852 "" "" 2.4465
0.455362 0.454692 -0.024702 93.1 "Gaia DR2 3444532229157716864" 85.21832215164 1.4644 30.47245080799 1.1085 1635721458409799680 3444532229157716864 752398960 2015.5 "" "" "" "" "" "" "" -0.7543 "" "" "" "" "" "" "" "" "" 81 0 81 0 3.3476 124.27 1.589 1.4 3 0 0.0727 "" "" -0.068 9 7 3.2911 0 9 0 80 195.6 1.894 103.289 19.95992236391622 0.010664567495826265 4 228.7 26.05 8.780 19.4531 0.1237 4 621.3 87.45 7.105 17.7787 0.1528 4.345 0 1.6744930010311982 -0.5067827255857402 2.1812 "" "" 0 "" "" "" NOT_AVAILABLE 178.15133884223 -0.06988430888 85.84813608835 7.10205878039 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 85.2183221516 1.4644 30.472450808 1.1085 0.1966001223041199 0.12413125729859133 2.9531
0.476027 0.475827 -0.01379 91.7 "Gaia DR2 3444532194798106368" 85.24290651117 0.9404 30.48326155711 0.746 1635721458409799680 3444532194798106368 1419616325 2015.5 "" "" "" "" "" "" "" -0.6067 "" "" "" "" "" "" "" "" "" 104 0 104 0 2.9867 146.39 2.354 3.1 3 0 0.0578 "" "" -0.221 12 9 2.4245 0 12 0 104 207.0 1.426 145.181 19.898264387736603 0.007692164502446161 0 "" "" "" "" "" 0 "" "" "" "" "" "" 2 "" "" "" "" "" 0 "" "" "" NOT_AVAILABLE 178.15339194569 -0.04618696925 85.8698388043 7.11215736142 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 85.2429065112 0.9404 30.4832615571 0.746 "" "" 2.0345
0.300279 0.263326 -0.144315 118.7 "Gaia DR2 3444536283605446528" 84.99591392719 1.0956 30.35354450516 0.862 1635721458409799680 3444536283605446528 977308477 2015.5 0.9668 0.9597 1.0074 3.027 2.487 -8.677 1.677 -0.5205 -0.0115 -0.3801 0.4371 -0.1766 0.4716 -0.4782 -0.0626 0.1564 -0.5358 94 0 94 0 1.3046 106.81 0.895 0.18 31 0 0.0374 1.2959 0.2408 -0.091 11 8 2.4742 0 11 0 95 137.4 1.334 102.976 20.343512195992453 0.010696173436550162 6 95.2 15.96 5.964 20.4048 0.1821 6 274 13.49 20.319 18.6674 0.0534 2.687 0 1.7373800519516571 0.06127258402533897 1.6760 "" "" 0 "" "" "" NOT_AVAILABLE 178.15035147369 -0.29555375497 85.65088917502 6.98977898563 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 84.9958988264 38.5581 30.3535818658 26.009 0.1897570693410894 0.18238156951057125 2.3645
0.159254 0.065974 -0.144945 155.5 "Gaia DR2 3444538345188765056" 84.76721147151 1.6875 30.35324700373 1.3494 1635721458409799680 3444538345188765056 736255658 2015.5 -2.2695 1.6646 -1.3634 0.245 3.331 -1.003 2.357 -0.5865 -0.0497 -0.3908 0.3273 -0.3846 0.2968 -0.4951 0.1211 0.3635 -0.5901 104 0 104 0 1.6605 123.48 2.409 0.81 31 0 0.0178 1.1148 0.3875 -0.234 12 9 3.3976 0 12 0 106 113.3 1.302 87.008 20.552921049234794 0.012608072284273766 0 "" "" "" "" "" 0 "" "" "" "" "" "" 0 "" "" "" "" "" 0 "" "" "" NOT_AVAILABLE 178.04554919909 -0.46278198037 85.45217337824 6.9965377273 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 84.7672102472 51.6617 30.3532513203 36.5637 "" "" 2.1527
0.169485 0.113673 -0.125713 137.9 "Gaia DR2 3444538516987625216" 84.82251351041 2.5756 30.37243594777 1.8521 1635721458409799680 3444538516987625216 149672457 2015.5 "" "" "" "" "" "" "" -0.8053 "" "" "" "" "" "" "" "" "" 87 0 87 0 0.9491 94.03 0.0 0.0 3 0 0.0214 "" "" -0.281 11 8 4.7104 0 11 0 89 108.1 1.535 70.424 20.604237616522166 0.015522653578711942 5 78.41 30.72 2.552 20.6154 0.4254 6 194.7 19.73 9.866 19.0387 0.1101 2.527 0 1.5767773595192303 0.011192181013395697 1.5655 "" "" 0 "" "" "" NOT_AVAILABLE 178.05474388989 -0.41217979691 85.50092030824 7.01397907405 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 84.8225135104 2.5756 30.3724359478 1.8521 0.43939991707036546 0.4256739039643417 2.3699
0.205543 0.188344 -0.082307 113.6 "Gaia DR2 3444539483353009280" 84.90916022421 7.4998 30.41572535533 5.9749 1635721458409799680 3444539483353009280 223353720 2015.5 "" "" "" "" "" "" "" -0.9715 "" "" "" "" "" "" "" "" "" 51 0 51 0 2.2368 70.08 4.243 2.2 3 0 0.0184 "" "" -0.37 6 6 54.377 0 6 0 51 105.2 1.61 65.31 20.633773518604333 0.016720825125182418 0 "" "" "" "" "" 0 "" "" "" "" "" "" 0 "" "" "" "" "" 0 "" "" "" NOT_AVAILABLE 178.05789312955 -0.32586700093 85.57774157707 7.05456004183 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 84.9091602242 7.4998 30.4157253553 5.9749 "" "" 2.5699
0.354061 0.340254 -0.09791 106.1 "Gaia DR2 3444541643725215232" 85.08524834187 0.8842 30.39971100897 0.7595 1635721458409799680 3444541643725215232 14310082 2015.5 -1.0716 0.9909 -1.0814 0.807 1.926 0.544 1.484 -0.1363 0.0775 -0.2054 0.2651 -0.3643 0.2181 -0.2960 0.0896 0.2096 -0.2493 130 0 130 0 2.6334 170.61 2.613 1.8 31 0 0.028 1.2583 0.2312 0.004 15 11 1.7853 0 15 0 132 128.3 1.096 117.063 20.417833333237244 0.009447928646506067 0 "" "" "" "" "" 0 "" "" "" "" "" "" 0 "" "" "" "" "" 0 "" "" "" NOT_AVAILABLE 178.15216756197 -0.20573213988 85.73010542055 7.03324751508 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 85.0852443142 29.8687 30.3997086669 23.0136 "" "" 2.4210
0.348719 0.343285 -0.061319 100.1 "Gaia DR2 3444542129052828160" 85.08891261886 1.1864 30.43629048383 1.0197 1635721458409799680 3444542129052828160 663984205 2015.5 "" "" "" "" "" "" "" -0.2909 "" "" "" "" "" "" "" "" "" 52 0 51 1 -0.236 43.13 0.0 0.0 3 0 0.0399 "" "" -0.256 6 6 6.4619 0 6 0 51 112.4 1.972 57.025 20.561097884086937 0.019123906448383042 0 "" "" "" "" "" 0 "" "" "" "" "" "" 1 "" "" "" "" "" 0 "" "" "" NOT_AVAILABLE 178.12284273223 -0.18363898962 85.73455272179 7.0696969673 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 85.0889126189 1.1864 30.4362904838 1.0197 "" "" 2.2389
0.285749 0.277556 -0.067935 103.8 "Gaia DR2 3444542605797412864" 85.01265551423 1.3212 30.42988392331 1.0246 1635721458409799680 3444542605797412864 36531594 2015.5 "" "" "" "" "" "" "" -0.6534 "" "" "" "" "" "" "" "" "" 95 0 95 0 0.9784 103.04 0.0 0.0 3 0 0.0391 "" "" -0.017 11 9 2.8524 0 11 0 94 133.2 1.361 97.815 20.377465503928978 0.011244529248371363 0 "" "" "" "" "" 0 "" "" "" "" "" "" 2 "" "" "" "" "" 0 "" "" "" NOT_AVAILABLE 178.0933551403 -0.24275469081 85.66811518897 7.06556788761 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 85.0126555142 1.3212 30.4298839233 1.0246 "" "" 2.2385
0.348705 0.345592 -0.046494 97.7 "Gaia DR2 3444542915035577600" 85.09164862295 9.032 30.4511079031 6.8859 1635721458409799680 3444542915035577600 68282161 2015.5 "" "" "" "" "" "" "" -0.9746 "" "" "" "" "" "" "" "" "" 52 0 52 0 2.9575 80.94 4.717 2.2 3 0 0.0164 "" "" -0.383 6 5 59.453 0 6 0 51 95.6 1.534 62.332 20.73726663753343 0.017511282986250345 0 "" "" "" "" "" 0 "" "" "" "" "" "" 2 "" "" "" "" "" 0 "" "" "" NOT_AVAILABLE 178.11153631301 -0.17377562786 85.73744043524 7.08442474603 "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" "" 85.0916486229 9.032 30.4511079031 6.8859 "" "" 2.5559
